,domain,path,label,length,url_length,redirection,character_@,dots_in_host_name,dots_in_path,keyword,hyphen
37971,trackpedia.com,wiki/Circuit_Gilles_Villeneuve,good,45,0,0,0,0,0,0,0
37972,texasbluesband.com,,good,19,0,0,0,0,0,0,0
37973,tube8vidsznx.ddns.name,2013/girl-fucked-by-dog.avi.exe,bad,54,2,0,0,0,0,0,0
37974,www.eurogamer.net,articles/p_alanwake_nextgen,good,45,0,0,0,0,0,0,0
37975,tools.ietf.org,html/rfc1606,good,27,0,0,0,0,0,0,0
37976,vincennes-indiana.apartmenthomeliving.com,,good,42,0,0,0,0,0,0,0
37977,sillydog.org,netscape/kb/linuxwindows.php,good,41,0,0,0,0,0,0,0
37978,myspace.com,whitechick698,good,25,0,0,0,0,0,0,0
37979,rybkj.cn,jpg?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad,81,1,0,0,0,1,0,0
37980,en.wikipedia.org,wiki/Vincent_Meredith,good,38,0,0,0,0,0,0,0
37981,en.wikipedia.org,wiki/1980_Philadelphia_Phillies,good,48,2,0,0,0,0,0,0
37982,brokelimiteds.in,wp-admin/css/upload/orders.exe,bad,47,2,0,0,0,0,0,0
37983,forensic-evidence.com,site/ID/ID00004_3.html,good,44,0,0,0,0,0,0,0
37984,imtl.org,montreal/building/Children-Hospital.php,good,48,2,0,0,0,0,0,0
37985,template.zaiyoudao.com,Template/ColorAdmin/1.6/admin/documentation/assets/bootstrap/img/48338944553,bad,99,1,0,0,0,0,0,0
37986,beemp3.com,index.php?q=krizz+kaliko+elevator,good,44,0,0,0,0,0,0,0
37987,pastehtml.com,view/b9p2s71ab.html,bad,33,0,0,0,0,0,0,0
37988,seishinkaikenpo.com,nb20gjBV,bad,28,0,0,0,0,0,0,0
37989,safa.net,index.php?page=articles&id=156,good,39,0,0,0,0,0,0,0
37990,joshbradley.com,,good,16,0,0,0,0,0,0,0
37991,answers.com,topic/biography-anna-and-the-king-the-real-story-of-anna-leonowens,good,78,1,0,0,0,0,0,0
37992,imdb.com,title/tt0330702/awards,good,31,0,0,0,0,0,0,0
37993,listsearches.rootsweb.com,th/read/METIS/2006-04/1144785343,good,58,2,0,0,0,0,0,0
37994,houssiere.daniel.formations-web.alsace,nbv364,bad,45,0,0,0,0,0,0,0
37995,radiofreeholly.tumblr.com,,good,26,0,0,0,0,0,0,0
37996,anne.tmobile-server93.org,ku16.php?id=,bad,38,0,0,0,0,0,0,0
37997,contactmps.com,cgi-bin/BillGet.cgi,good,34,0,0,0,0,0,0,0
37998,dentonrc.com,sharedcontent/dws/spt/football/cowboys/classic/recordbook/players/fss/63295.html,good,93,1,0,0,0,0,0,0
37999,fitzmuseum.cam.ac.uk,gallery/leoni/cardinals/index.html,good,55,2,0,0,0,0,0,0
38000,facebook.com,pages/Godspeed-You-Black-Emperor/112503188761844,good,61,2,0,0,0,0,0,0
38001,piedmontavenue.org,events/halloween,good,35,0,0,0,0,0,0,0
38002,enotes.com,topic/List_of_fraternities_and_sororities_in_the_Philippines,good,71,1,0,0,0,0,0,0
38003,youtube.com,watch?v=ADIhImhzQkI,good,31,0,0,0,0,0,0,0
38004,answers.yahoo.com,question/index?qid=20070307161947AAs8w2c,good,58,2,0,0,0,0,0,0
38005,joorrolwas.ru,gate.php,bad,22,0,0,0,0,0,0,0
38006,asonoyamaboushi.com,q6n5nml,bad,27,0,0,0,0,0,0,0
38007,balkanjm.com,fr/cp.php?m=login,bad,30,0,0,0,0,0,0,0
38008,yellowpages.ca,bus/Quebec/vipmontrealescorts-ca/4223963.html,good,60,2,0,0,0,0,0,0
38009,towboatgallery.com,Samuel_B_Richmond.php,good,40,0,0,0,0,0,0,0
38010,metacafe.com,watch/an-1DaDtJ2bh2ub/traffic_2000_surveillance_team_part_2/,good,73,1,0,0,0,0,0,0
38011,furuspesialisten.com,fill/dropbox/db/ff/proposal/,bad,49,2,0,0,0,0,0,0
38012,nowpublic.com,monica_emmerson_her_son_and_the_sippy_cup,good,55,2,0,0,0,0,0,0
38013,old.cincinnaticleaning.net,obama/source/,bad,40,0,0,0,0,0,0,0
38014,sisofprov.org,html/emilie.html,good,30,0,0,0,0,0,0,0
38015,magazinart.com,artistesmagazin_ang.htm,good,38,0,0,0,0,0,0,0
38016,facebook.com,harry.ackerman,good,27,0,0,0,0,0,0,0
38017,www.casinomeister.com,forums,good,28,0,0,0,0,0,0,0
38018,mikkel.ca,,good,10,0,0,0,0,0,0,0
38019,thisisboutique.com,wp-content/upgrade/pp.html,bad,45,0,0,0,0,0,0,0
38020,shatageewoodshistory.wordpress.com,category/chateaugay-ore-and-iron-company/,good,76,1,0,0,0,0,0,0
38021,gunturnayeebrahminemployees.com,8fh34f3,bad,39,0,0,0,0,0,0,0
38022,youtube.com,watch?v=It0mw_bAhXg,good,31,0,0,0,0,0,0,0
38023,badgers.pedia.com,,good,18,0,0,0,0,0,0,0
38024,dinamika-fit.com,LfQxUBiX/su7KEk1eLZovAW.php,bad,44,0,0,0,0,0,0,0
38025,wn.com,Harmonium,good,16,0,0,0,0,0,0,0
38026,blog.malwarebytes.org,news/2015/08/telstra-medias-homepage-pushes-malvertising/,bad,79,1,0,0,0,0,0,0
38027,canyon-news.com,artman2/publish/Critic_At_Large_Ruta_Lee_1191/index.php,good,71,1,0,0,0,0,0,0
38028,kf25zx.com,images/?us.battle.net/login/en/www.toitoi.com.tw/wp-admin,bad,68,1,0,0,0,1,0,0
38029,torontosportsreport.com,xx/webscr.php,bad,37,0,0,0,0,0,0,0
38030,answers.com,topic/ace-aviation-holdings-inc,good,43,0,0,0,0,0,0,0
38031,daytondui.com,blog/dayton-dui-ovi/ohioduidefense/allen-county-ohioduidefense/,good,77,1,0,0,0,0,0,0
38032,lemarssentinel.com,story/1772165.html,good,37,0,0,0,0,0,0,0
38033,ca.linkedin.com,directory/people/ca/bordeleau.html,good,50,2,0,0,0,0,0,0
38034,gruzoperevozki-ref.ru,images/stories/food/TAM/,bad,46,2,0,0,0,0,0,0
38035,www.studio32.net,RiscOS.html,good,28,0,0,0,0,0,0,0
38036,monopolycity.com,ac_showboat.html,good,33,0,0,0,0,0,0,0
38037,jacketflap.com,pacific-press-publishing-association-publisher-5330,good,66,1,0,0,0,0,0,0
38038,pegfovh.su,upload/_dispatch.php,bad,31,0,0,0,0,0,0,0
38039,bigzquantumleap.bandcamp.com,album/quantum-leap,good,47,2,0,0,0,0,0,0
38040,wordiq.com,definition/Faun_Fables,good,33,0,0,0,0,0,0,0
38041,scc-csc.gc.ca,court-cour/ju/binnie/index-eng.asp,good,48,2,0,0,0,0,0,0
38042,www.openbsd.org,mail.html,good,25,0,0,0,0,0,0,0
38043,chop.edu,doctors/drummond-denis-s.html,good,38,0,0,0,0,0,0,0
38044,goal.com,en/news/11/transfer-zone/2011/01/18/2311748/olympique-lyonnais-wont-sell-michel-bastos-to-milan-sporting,good,113,1,0,0,0,0,0,0
38045,blog.seattlepi.com,movielady/2011/09/03/they-came-from-somewhere-else-part-iii-of-the-lessons-learned-from-1950s-science-fiction-films/,good,135,1,0,0,0,0,0,0
38046,iamhealingwithangels.com,,good,25,0,0,0,0,0,0,0
38047,atstory.com,938fhnr3?WSsjdVxjjsY=dxoCpOugKJ,bad,43,0,0,0,0,0,0,0
38048,aax.me,d0dde,bad,12,0,0,0,0,0,0,0
38049,samdavidsonfamilytree.co.uk,davidson_births_scotland.asp,good,56,2,0,0,0,0,0,0
38050,myredhour.com,blog//wp-content/themes/berlinproof/binstr.php,bad,60,2,1,0,0,0,0,0
38051,odezwala-wpisu.elienakhle.com,evidence.site?faith=VHh2Lq3w-&amp;assume=538T&amp;cold=7e0vsTEUuu8gjN0J-E16q4gqBJUityZjZfz,bad,120,1,0,0,0,0,0,0
38052,linkedin.com,in/cyanb,good,21,0,0,0,0,0,0,0
38053,nexgenser.com,~purebusi/paypal/,bad,31,0,0,0,0,0,1,0
38054,last.fm,music/Thunderheist/_/Jerk+It,good,36,0,0,0,0,0,0,0
38055,columbian.com,news/2011/apr/13/portland-timbers-sign-first-designated-player/,good,77,1,0,0,0,0,0,0
38056,valdemarincapital.com,dqt153,bad,28,0,0,0,0,0,0,0
38057,coop-litigation.com,vitelco.aspx,good,32,0,0,0,0,0,0,0
38058,dreamindemon.com,forums/archive/index.php/t-13030.html,good,54,2,0,0,0,0,0,0
38059,morrisemeraldsociety.com,,good,25,0,0,0,0,0,0,0
38060,sceenname.aol.com.billing.zfzac02f9cfc02d4e8f9e5e5f.4e8f9e5fd7fed4z34d7fe0d0fc0934c2z.z7fe0934d4e8f9e5fdcfc02z.d4e8f9e5fd7fe0934cfc02a.ad4e8f9e5fd7fe0934cfc02z.zd4e8f9e5fd7fe093497fxse0934cfc02x.9e8f9ece0934d4e5fd7fcfxcx.evosys.gr,update.php,bad,241,1,0,0,1,0,0,0
38061,en.wikipedia.org,wiki/Michel_Plasson,good,36,0,0,0,0,0,0,0
38062,pitch.com,kansascity/ArticleArchives?tag=Emanuel%20Cleaver,good,58,2,0,0,0,0,0,0
38063,amazon.com,Edison-Invention-Movies-1891-1918-Thomas/dp/B0006Q93LA,good,65,1,0,0,0,0,0,0
38064,sensagent.com,ebay/search-array.jsp?w=CUBBY&sid=0&dl=en,good,55,2,0,0,0,0,0,0
38065,jango.com,music/Rick+James?l=0,good,30,0,0,0,0,0,0,0
38066,amazon.com,Days-I-Knew-Lillie-Langtry/dp/1886571139,good,51,2,0,0,0,0,0,0
38067,62.173.154.240,apache_handler.php,bad,33,0,0,0,0,0,0,0
38068,termoskan.ru,hgf65g,bad,19,0,0,0,0,0,0,0
38069,harryblank.de,,good,14,0,0,0,0,0,0,0
38070,urbanspoon.com,r/32/363292/restaurant/Clifton-Avondale/Thai-Express-Cincinnati,good,78,1,0,0,0,0,0,0
38071,knoxtyres.com.au,wp-includes/random_compat/dropbox/dropbox/,bad,59,2,0,0,0,0,0,0
38072,'www.hnqsfz.com,images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;app=com-d3',bad,122,1,0,0,0,1,0,0
38073,blogs.montrealgazette.com,2011/10/19/fnc-2011-pedro-almodovars-la-piel-que-habito-the-skin-i-live-in/,good,101,1,0,0,0,0,0,0
38074,paypal.com.us.cgi.bin.webscr.cmd.login-submit.dispatch.5885d80a13c0db1f8e263663d3faee8d7283e7f0184a5674430.f290db9.e9c846.588412.bandarepudio.com.br,rex/secure-code7/security/login.php,bad,184,1,0,0,1,0,1,0
38075,docs.google.com,spreadsheet/viewform?formkey=dDVDM2FzdU9rOUtMcFZYTHNoQ2tJLWc6MQ,bad,79,1,0,0,0,0,1,0
38076,www.hpl.hp.com,techreports/97/HPL-97-02.html,good,44,0,0,0,0,0,0,0
38077,bleacherreport.com,articles/769563-10-reasons-why-kansas-state-can-win-the-new-look-big-12,good,90,1,0,0,0,0,0,0
38078,www.inderscience.com,browse/index.php?journalCODE=ijiids,good,56,2,0,0,0,0,0,0
38079,linkedin.com,pub/andy-ashby/7/2a9/2b7,good,37,0,0,0,0,0,0,0
38080,cosmeticpalay-improvisationer.butleronlinestore.com,boards/viewforum.php?f=015lu&amp;sid=iq3i9h1,bad,96,1,0,0,0,0,0,0
38081,www.tibiai.za.pl,,bad,17,0,0,0,0,0,0,0
38082,facebook.com,pages/The-Soccer-Shop/257134211235,good,47,2,0,0,0,0,0,0
38083,youtube.com,watch?v=M5PhTQ8XFJg,good,31,0,0,0,0,0,0,0
38084,buhoutserts.ru,ufdazc6vv,bad,24,0,0,0,0,0,0,0
38085,anca.org,press_releases/press_releases.php?prid=1803,good,52,2,0,0,0,0,0,0
38086,'9d345009-a-62cb3a1a-s-sites.googlegroups.com,site/stickamcomlogindo/login.html?amp\%3Bamp\%3Battredirects=1&amp;attachauth=ANoY7croH9yBcGRyRdkX17kqCGHq3gQ2qE1t5-YbA8fmD_NRj_e0GGEtxJ2coZZU9_C8oB3swqeCkxiIb8qZnF9xumvi9SEwz-9IDCT7U2fYbIirtblr3x05uDxY6C5zRmW7mQzEmygzH0KA7-kqq0BVAgaCaAwflRmETEcGkA348akOxaP4Ni0-EpvwLi0bVmyI47ei0oTDoY2VaHvp62SdulH0wCi5zg\%3D\%3D&amp;attredirects=1',bad,378,1,0,0,0,0,1,1
38087,enjoyengland.com,,good,17,0,0,0,0,0,0,0
38088,www.multiplustamatualizar.com,Atualizacao/index.html,bad,52,2,0,0,0,0,0,0
38089,cbc.ca,news/world/story/2007/01/29/tillman-oldest.html,good,54,2,0,0,0,0,0,0
38090,angelfire.com,empire/martiana/gens/LatinPhrasesS.html,good,53,2,0,0,0,0,0,0
38091,visionfilms.net,catalog/featured_films/urban/black_spring_break.php,good,67,1,0,0,0,0,0,0
38092,tribalfootball.com,articles/walters-says-stoke-players-wont-complain-over-euro-schedule-2031821,good,95,1,0,0,0,0,0,0
38093,corpwatch.org,article.php?id=1408,good,33,0,0,0,0,0,0,0
38094,'www.cniplaw.net,Js/index.htm?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',bad,124,1,0,0,0,1,0,0
38095,delawaretoday.com,Delaware-Today/Delaware-Resources/Health-Fitness-and-Beauty/index.php/name/Rocca-Peter-MD/listing/32043/,good,122,1,0,0,0,0,0,0
38096,riverfacts.com,rivers/12778.html,good,32,0,0,0,0,0,0,0
38097,service.confirms.paypal.cmd.cgi-bins.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed.548d57s8f99d8fd8fd7f8.terobosan.com,pp/,bad,191,1,0,0,1,0,1,0
38098,onetonnemusic.com,mt-static/archives/2008/03/travis_vick.html,good,61,2,0,0,0,0,0,0
38099,dbshifu.com,js/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad,93,1,0,0,0,1,0,0
38100,tweetmeme.com,story/78737902/cjad-player,good,40,0,0,0,0,0,0,0
38101,imovefc.com,,good,12,0,0,0,0,0,0,0
38102,yggithuq.utawebhost.at,87b3ff3rc,bad,32,0,0,0,0,0,0,0
38103,www.smithsteellimited.com,Panel/,bad,32,0,0,0,0,0,0,0
38104,militaryhistory.about.com,od/vietnamwar/tp/vietnam101.htm,good,57,2,0,0,0,0,0,0
38105,www.ftc.gov,os/statutes/textilejump.shtm,good,40,0,0,0,0,0,0,0
38106,en.wikipedia.org,wiki/Elliot_Werk,good,33,0,0,0,0,0,0,0
38107,celebopedia.net,kansas-city-royals/,good,35,0,0,0,0,0,0,0
38108,109.234.34.227,message.php,bad,26,0,0,0,0,0,0,0
38109,boaoceramics.com.vn,z_modules/ppsecured/freshest/Alex/ipadphone/ipadi/Docs.htm,bad,78,1,0,0,0,0,0,0
38110,dictionary.sensagent.com,john+cabot/en-en/,good,42,0,0,0,0,0,0,0
38111,paypal.com.cgi-bin-webscr.stegiagapis.gr,secured-webscr/34c0ab3f0dbdc6580953acb405484556/,bad,89,1,0,0,1,0,1,1
38112,prokerala.com,travel/timezones/Western_European_Summer_Time,good,59,2,0,0,0,0,0,0
38113,joankazielinska.wordpress.com,2011/11/14/conscious-consents-bialystok-poland/,good,77,1,0,0,0,0,0,0
38114,www.members.shaw.ca,lev_slonimer/,good,33,0,0,0,0,0,0,0
38115,dns.tongjj.info,dns/china/zte.js,bad,32,0,0,0,0,0,0,0
38116,facebook.com,AmericanWaterWorksAssociation,good,42,0,0,0,0,0,0,0
38117,lead411.com,Richard_Mertz_6170238.html,good,38,0,0,0,0,0,0,0
38118,googlebooksettlement.com,,good,25,0,0,0,0,0,1,0
38119,imdb.com,name/nm0856764/,good,24,0,0,0,0,0,0,0
38120,zapodlo123.net84.net,google%20-%20742.html,good,42,0,0,0,0,0,1,0
38121,cityroom.blogs.nytimes.com,2010/02/24/fresh-from-montreal-but-only-one-day-a-week/,good,82,1,0,0,0,0,0,0
38122,smurf.samuelmerritt.edu,,good,24,0,0,0,0,0,0,0
38123,stuffaboutnames.com,mccoy/index.htm,good,35,0,0,0,0,0,0,0
38124,triblocal.com,mundelein/community/stories/2010/12/community-high-school-district-128-announces-its-2011-12-illinois-state-scholars/,good,131,1,0,0,0,0,0,0
38125,citizendia.org,List_of_people_in_Playboy_1990–1999,good,50,2,0,0,0,0,0,0
38126,lpmxp2041.com,None,bad,13,0,0,0,0,0,0,0
38127,gerssy.zapto.org:6000,None,bad,21,0,0,0,0,0,0,0
38128,soonerstats.com,football/series/details.cfm?oppid=7,good,51,2,0,0,0,0,0,0
38129,lyricsmania.com,besnard_lakes_the_lyrics.html,good,45,0,0,0,0,0,0,0
38130,youtube.com,watch?v=aAm6Qck5v78,good,31,0,0,0,0,0,0,0
38131,ipurg.ru,cgi--bin/12/1/22/33/index.html,bad,39,0,0,0,0,0,0,0
38132,denizlideevdenevenakliyat.com,document/platform/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&userid_JeHJOXK0IDw_JOXK0IDD&userid=,bad,148,1,0,0,0,0,0,0
38133,mp3videosearch.com,mp3/Akufen-Mary-Jane-Kelley.htm,good,50,2,0,0,0,0,0,0
38134,movies.yahoo.com,movie/1809782756/trailer,good,41,0,0,0,0,0,0,0
38135,gost.isi.edu,info/kerberos/,good,27,0,0,0,0,0,0,0
38136,sourcemaking.com,refactoring,good,28,0,0,0,0,0,0,0
38137,unitvisions.com,proofsites/umbarger/dealers.html,good,48,2,0,0,0,0,0,0
38138,highlandpark.wordpress.com,2010/04/02/the-trolley-took-us-there-04-02-10/,good,73,1,0,0,0,0,0,0
38139,alefreed.ml,X15eXERcX1hdS0QBRQROWFRVX0VXXFweVFtOCwkCFwQKFwkGDhkDAAFMCAMBDwsICwcGCkQHRURTdHZDU0sD,bad,96,1,0,0,0,0,0,0
38140,thelosangelescriminaldefenseattorney.com,SanFernandoValley.html,good,63,2,0,0,0,0,0,0
38141,nationalparks.org,discover-parks/index.cfm?fa=viewPark&pid=FONE,good,63,2,0,0,0,0,0,0
38142,mind-soup.com,,good,14,0,0,0,0,0,0,0
38143,www.schofield-partner.de,index_e.html,good,37,0,0,0,0,0,0,0
38144,ranker.com,list/list-of-all-erotic-thriller-movies/reference,good,60,2,0,0,0,0,0,0
38145,articlesnatch.com,Article/Detroit-Lions-Tickets---The-Lions-Became-The-Only-Team-In-Nfl-History-To-Lose-All-16-Regular-Games/1824853,good,132,1,0,0,0,0,0,0
38146,wc.rootsweb.ancestry.com,cgi-bin/igm.cgi?op=REG&db=danarae&id=I262,good,66,1,0,0,0,0,0,0
38147,en.wikipedia.org,wiki/HMS_H12,good,29,0,0,0,0,0,0,0
38148,www.nyctourist.com,wallpaper.htm,good,32,0,0,0,0,0,0,0
38149,123people.com,s/andre+theberge,good,30,0,0,0,0,0,0,0
38150,ocregister.com,articles/miller-266508-cole-linda.html,good,53,2,0,0,0,0,0,0
38151,jackconway.com,hull?page=4,good,26,0,0,0,0,0,0,0
38152,topix.net,who/oliver-hardy,good,26,0,0,0,0,0,0,0
38153,technet.microsoft.com,en-us/sysinternals/bb896649.aspx,good,54,2,0,0,0,0,0,0
38154,lazaridesign.com,treasure/,bad,26,0,0,0,0,0,0,0
38155,mcneiljazz.com,,good,15,0,0,0,0,0,0,0
38156,ehow.com,list_6700598_rv-parks-redwood-city_-california.html,good,60,2,0,0,0,0,0,0
38157,pipl.com,directory/tags/Montreal%2520Alouettes,good,46,2,0,0,0,0,0,0
38158,amazon.com,Revolutions-Sound-Warner-Bros-Records/dp/B001HIU7LQ,good,62,2,0,0,0,0,0,0
38159,en.wikipedia.org,wiki/Electrical_generator,good,42,0,0,0,0,0,0,0
38160,baseballprospectus.com,card/card.php?id=MORRISON19870825A,good,57,2,0,0,0,0,0,0
38161,sheepshop.corefactor.pt,id/index.htm,bad,36,0,0,0,0,0,0,0
38162,wannaberanch.homestead.com,wannaberanch.html,good,44,0,0,0,0,0,0,0
38163,youtube.com,watch?v=AsnHTjgfXA0,good,31,0,0,0,0,0,0,0
38164,mariusheislitz.com,,good,19,0,0,0,0,0,0,0
38165,disneyinteractivestudios.custhelp.com,app/answers/detail/a_id/1404/~/walt-disney-studios-home-entertainment-%28wdshe%29-contact-information,good,139,1,0,0,0,0,0,0
38166,paypal.com-l-ee41526.6589g41254y78548r96548e.32568f62541.fg1458741d54870h3215487jh.658749o6542587.m6587451g3210547.jh3254874511254y78548rj.01236587i652140.k471256j36254180.d5f4y4j1n2832.bmfassurances.ma,ff87196b6b0d78913b25596d9cb395d0/,bad,236,1,0,0,1,0,1,1
38167,newport-rhode-island-hotels.com,,good,32,0,0,0,0,0,0,1
38168,rottentomatoes.com,celebrity/rory_calhoun/biography.php,good,55,2,0,0,0,0,0,0
38169,zurrmax.de,hwajuip,bad,18,0,0,0,0,0,0,0
38170,www.e2esoft.cn,flvcapture/,good,26,0,0,0,0,0,0,0
38171,jaminak.com,2428747138.html,bad,27,0,0,0,0,0,0,0
38172,aurorahistoryboutique.com,ahb-Museum-Shop.cfm?myStart=3729&mySS=0,good,65,1,0,0,0,0,0,0
38173,yoghurtmedia.co.uk,wp-content/themes/twentyeleven/images/headers/banne/427b1ea118c7448d6a51ea32d5c33a6e/,bad,104,1,0,0,0,0,0,0
38174,ca.linkedin.com,pub/dir/+/Marsan,good,32,0,0,0,0,0,0,0
38175,answers.com,topic/edwin-hawkins-1,good,33,0,0,0,0,0,0,0
38176,www.bjbwzx.com.cn,js?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad,74,1,0,0,0,1,0,0
38177,us.battle.net.acc.bvttle.net,?f,bad,31,0,0,0,1,0,0,0
38178,en.wikipedia.org,wiki/Jeff_Turcotte,good,35,0,0,0,0,0,0,0
38179,flixster.com,actor/louise-robey,good,31,0,0,0,0,0,0,0
38180,www.hermetic.ch,cfunlib.htm,good,27,0,0,0,0,0,0,0
38181,ijbeta.com,wp-includes/pomo/dx.php?id=,bad,38,0,0,0,0,0,0,0
38182,wn.com,Minnesota_State_Highway_60,good,33,0,0,0,0,0,0,0
38183,strangemusicinc.net,product_info.php?products_id=9075,good,53,2,0,0,0,0,0,0
38184,music123.com,Guitars/Electric-Guitars/Solid-Body-Electric-Guitars/Damien-6-FR-Electric-Guitar.site7prod513103.product,good,117,1,0,0,0,0,0,0
38185,industriele.honeybeeology.com,boards/viewforum.php?f=6d&amp;sid=.n9qu349k1k764s7m9879&amp;,bad,90,1,0,0,0,0,0,0
38186,hntb.com,our-work/projects/shook-hardy-bacon-llp-kansas-city-missouri,good,69,1,0,0,0,0,0,0
38187,123people.ca,s/laurence+leboeuf,good,31,0,0,0,0,0,0,0
38188,hardlyart.com,hunxandhispunx.html,good,33,0,0,0,0,0,0,0
38189,youtube.com,watch?v=wySxP-tWZQU,good,31,0,0,0,0,0,0,0
38190,youtube.com,watch?v=xQ-Oa_ii0EU,good,31,0,0,0,0,0,0,0
38191,oleole.com,fifa/world-cup/history/ehi7.html,good,43,0,0,0,0,0,0,0
38192,oraclearena.stadiumhotelnetwork.com,,good,36,0,0,0,0,0,0,0
38193,goal.com,en-us/news/1110/major-league-soccer/2011/11/23/2771381/montreal-impact-select-brian-ching-with-first-pick-of-mls,good,121,1,0,0,0,0,0,0
38194,en.wikipedia.org,wiki/Sandra_M._Macdonald,good,41,0,0,0,0,0,0,0
38195,nl.linkedin.com,pub/edine-russel/3/956/685,good,42,0,0,0,0,0,0,0
38196,loansbypeople.com,xvgpksk,bad,25,0,0,0,0,0,0,0
38197,placevertu.com,en/about,good,23,0,0,0,0,0,0,0
38198,allbookstores.com,Galen-Rowell/author,good,37,0,0,0,0,0,0,0
38199,ultrasafe.us,gowiththeflowreviews/,bad,34,0,0,0,0,0,0,0
38200,toyscamp.com,toys/wild-republic-paint-and-play-north-american-set.htm,good,69,1,0,0,0,0,0,0
38201,markrobertgordon.com,,good,21,0,0,0,0,0,0,0
38202,skapages.com,,good,13,0,0,0,0,0,0,0
38203,seclab.cs.ucdavis.edu,papers/mb91c.ps,good,37,0,0,0,0,0,0,0
38204,ocean.fsu.edu,Faculty/macdonald/macdonald.php,good,45,0,0,0,0,0,0,0
38205,greendayauthority.com,band/billie.php,good,37,0,0,0,0,0,0,0
38206,revistart.net,knby545,bad,21,0,0,0,0,0,0,0
38207,library.mcneese.edu,depts/archive/FTBooks/millet.htm,good,52,2,0,0,0,0,0,0
38208,diosastana.com.my,downloads1/dropbox/dropbox/dpbx/index.php,bad,59,2,0,0,0,0,0,0
38209,rcptm.com,about/contacts/,good,25,0,0,0,0,0,0,0
38210,myrcn.ca,35guncrew/leduc.html,good,29,0,0,0,0,0,0,0
38211,hosting.pilsfree.net,jozka/cgi.bin/8065b4dc97f0381600e8808cd5c97dd1/webscr.html,bad,79,1,0,0,0,0,0,0
38212,yelp.com,search?find_desc=races+bay+area&find_loc=San+Francisco%2C+CA,good,69,1,0,0,0,0,0,0
38213,historic.comoj.com,frederictonchrist.html,good,41,0,0,0,0,0,0,0
38214,maverickentertainment.cc,films.php?CategoryID=1,good,47,2,0,0,0,0,0,0
38215,o14ozo0aet.mymazisocimowsed.net,s9hko9byqw\no9vcq96j8x.zexutyjocujwsed.com/index.php?aff=ucii9ptv56&id=73HQiqaazbO&partner=94f86byncb,bad,133,1,0,0,0,1,0,0
38216,www.hotelnidodaquila.it,4uplr74,bad,31,0,0,0,0,0,0,0
38217,www.topix.com,rss/business/isps.xml,good,35,0,0,0,0,0,0,0
38218,genforum.genealogy.com,reilly/,good,30,0,0,0,0,0,0,0
38219,www.losofon.pl,upds.php,bad,23,0,0,0,0,0,0,0
38220,www.tiplib.com,kb/5/1/oracle,good,28,0,0,0,0,0,0,0
38221,91.239.24.140:6892,None,bad,18,0,0,0,0,0,0,0
38222,books-bsu-pd.atspace.org,988g765f,bad,33,0,0,0,0,0,0,1
38223,pubcrawler.com,Template/ReviewWC.cfm/flat/BrewerID=163,good,54,2,0,0,0,0,0,0
38224,citizendia.org,Louisville_Cardinals_men's_basketball,good,52,2,0,0,0,0,0,0
38225,wn.com,Aria_(film),good,18,0,0,0,0,0,0,0
38226,youtube.com,watch?v=zo2RpqizEgU,good,31,0,0,0,0,0,0,0
38227,thesuitedelight.com,,good,20,0,0,0,0,0,0,0
38228,hoovers.com,company/Molson_Coors_Brewing_Company/rthrsi-1-1njea1.html,good,69,1,0,0,0,0,0,0
38229,shadowspear.com,vb/threads/nco-gets-soldiers-medal-for-rescue-of-filipino-students.3270/,good,88,1,0,0,0,0,0,0
38230,www.xs4all.nl,~rfsber/Robo/,good,27,0,0,0,0,0,0,0
38231,answers.yahoo.com,question/index?qid=20090307213720AAhiTNp,good,58,2,0,0,0,0,0,0
38232,abcdelcolor.com,wp-includes/pomo/hotmail.com.mx/hotmail.login.html,bad,66,1,0,0,0,1,0,0
38233,kathycannon.net,wp-admin/user/ab/Update.html,bad,44,0,0,0,0,0,0,0
38234,kcvaghela.com,,good,14,0,0,0,0,0,0,0
38235,madpunch.com,,good,13,0,0,0,0,0,0,0
38236,gxhedu.net,67j5hg,bad,17,0,0,0,0,0,0,0
38237,www.salesoutlook.net,products.asp,good,33,0,0,0,0,0,0,0
38238,ripplemusic.blogspot.com,2010/09/neurosis-live-at-roadburn-2007.html,good,68,1,0,0,0,0,0,0
38239,columbian.com,news/2011/jul/29/cedars-annex-proposal-might-need-mulligan/,good,73,1,0,0,0,0,0,0
38240,ncnnews.com,nphweb/html/ncn/printerFriendly.jsp?id=1210&sid=10000006,good,68,1,0,0,0,0,0,0
38241,lyricsmode.com,lyrics/s/sam_roberts/,good,36,0,0,0,0,0,0,0
